3/1/2015,3/6/2015,Second Class,Dave Brooks,Consumer,United States,Seattle,Washington,West,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,457.568,2,0.2,51.4764
9/8/2015,9/12/2015,Standard Class,Becky Martin,Consumer,United States,San Antonio,Texas,Central,Furniture,Chairs,SAFCO Arco Folding Chair,1740.06,9,0.3,-24.858
8/5/2015,8/9/2015,Standard Class,Chad Sievert,Consumer,United States,Los Angeles,California,West,Furniture,Chairs,"Global Value Steno Chair, Gray",340.144,7,0.2,21.259
11/21/2016,11/23/2016,Second Class,Joel Eaton,Consumer,United States,Newark,Ohio,East,Furniture,Chairs,"Padded Folding Chairs, Black, 4/Carton",396.802,7,0.3,-11.3372
10/12/2016,10/14/2016,First Class,Mark Packer,Home Office,United States,New York City,New York,East,Furniture,Bookcases,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",899.136,4,0.2,112.392
10/12/2016,10/14/2016,First Class,Mark Packer,Home Office,United States,New York City,New York,East,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",626.352,3,0.2,46.9764
8/3/2015,8/5/2015,First Class,Bruce Stewart,Consumer,United States,Denver,Colorado,West,Furniture,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,218.75,2,0.5,-161.875
6/3/2018,6/7/2018,Standard Class,Heather Kirkland,Corporate,United States,Franklin,Tennessee,South,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Burgundy",35.168,7,0.2,9.6712
1/2/2016,1/9/2016,Standard Class,Victoria Wilson,Corporate,United States,Medina,Ohio,East,Furniture,Bookcases,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,452.45,5,0.5,-244.323
12/24/2016,12/27/2016,First Class,Joni Blumstein,Consumer,United States,Dublin,Ohio,East,Furniture,Furnishings,"Executive Impressions 14"" Two-Color Numerals Wall Clock",72.704,4,0.2,19.0848
8/9/2016,8/16/2016,Standard Class,David Smith,Corporate,United States,Detroit,Michigan,Central,Furniture,Tables,Bevis 36 x 72 Conference Tables,622.45,5,0,136.939
2/28/2016,3/4/2016,Standard Class,Valerie Dominguez,Consumer,United States,Columbia,Tennessee,South,Furniture,Chairs,Global Low Back Tilter Chair,161.568,2,0.2,-28.2744
2/28/2016,3/4/2016,Standard Class,Valerie Dominguez,Consumer,United States,Columbia,Tennessee,South,Furniture,Chairs,"Global Push Button Manager's Chair, Indigo",389.696,8,0.2,43.8408
4/7/2018,4/12/2018,Standard Class,Christopher Schild,Home Office,United States,Tampa,Florida,South,Furniture,Tables,Bush Advantage Collection Round Conference Table,233.86,2,0.45,-102.048
4/7/2018,4/12/2018,Standard Class,Christopher Schild,Home Office,United States,Tampa,Florida,South,Furniture,Tables,Bretford Rectangular Conference Table Tops,620.6145,3,0.45,-248.2458
4/7/2018,4/12/2018,Standard Class,Christopher Schild,Home Office,United States,Tampa,Florida,South,Furniture,Furnishings,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",258.072,3,0.2,0
6/4/2017,6/9/2017,Second Class,Ken Lonsdale,Consumer,United States,Chicago,Illinois,Central,Furniture,Furnishings,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,419.68,5,0.6,-356.728
6/4/2017,6/9/2017,Second Class,Ken Lonsdale,Consumer,United States,Chicago,Illinois,Central,Furniture,Furnishings,Staple-based wall hangings,11.688,3,0.6,-4.6752
6/4/2017,6/9/2017,Second Class,Ken Lonsdale,Consumer,United States,Chicago,Illinois,Central,Furniture,Tables,KI Conference Tables,177.225,5,0.5,-120.513
6/4/2017,6/9/2017,Second Class,Ken Lonsdale,Consumer,United States,Chicago,Illinois,Central,Furniture,Furnishings,Eldon 100 Class Desk Accessories,4.044,3,0.6,-2.8308
6/1/2015,6/6/2015,Second Class,Dianna Wilson,Home Office,United States,Lakeville,Minnesota,Central,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,2001.86,7,0,580.5394
12/10/2017,12/15/2017,Second Class,Logan Haushalter,Consumer,United States,San Francisco,California,West,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",321.568,2,0.2,28.1372
11/28/2016,12/4/2016,Standard Class,Dan Reichenbach,Corporate,United States,Chicago,Illinois,Central,Furniture,Furnishings,Eldon 100 Class Desk Accessories,12.132,9,0.6,-8.4924
7/30/2016,7/31/2016,First Class,Helen Andreada,Consumer,United States,San Francisco,California,West,Furniture,Furnishings,Regeneration Desk Collection,5.28,3,0,2.3232
11/2/2016,11/6/2016,Standard Class,Jas O'Carroll,Consumer,United States,Los Angeles,California,West,Furniture,Tables,"Bevis Round Bullnose 29"" High Table Top",1038.84,5,0.2,51.942
11/20/2017,11/24/2017,Second Class,Nick Zandusky,Home Office,United States,Columbus,Ohio,East,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish",86.97,3,0.5,-48.7032
12/26/2015,12/28/2015,First Class,Kelly Lampkin,Corporate,United States,Colorado Springs,Colorado,West,Furniture,Furnishings,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",300.416,8,0.2,78.8592
12/26/2015,12/28/2015,First Class,Kelly Lampkin,Corporate,United States,Colorado Springs,Colorado,West,Furniture,Chairs,Global Deluxe Office Fabric Chairs,230.352,3,0.2,20.1558
12/26/2015,12/28/2015,First Class,Kelly Lampkin,Corporate,United States,Colorado Springs,Colorado,West,Furniture,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,218.352,3,0.2,-24.5646
10/28/2017,11/3/2017,Standard Class,Jonathan Doherty,Corporate,United States,Belleville,New Jersey,East,Furniture,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",77.6,4,0,38.024
11/19/2018,11/23/2018,Standard Class,Jonathan Howell,Consumer,United States,Chicago,Illinois,Central,Furniture,Tables,BPI Conference Tables,219.075,3,0.5,-131.445
5/4/2016,5/9/2016,Second Class,Alan Schoenberger,Corporate,United States,New York City,New York,East,Furniture,Furnishings,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,26.8,2,0,12.864
9/12/2017,9/14/2017,Second Class,Ben Peterman,Corporate,United States,Arvada,Colorado,West,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,15.136,4,0.2,3.5948
9/12/2017,9/14/2017,Second Class,Ben Peterman,Corporate,United States,Arvada,Colorado,West,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,466.768,2,0.2,52.5114
9/12/2017,9/14/2017,Second Class,Ben Peterman,Corporate,United States,Arvada,Colorado,West,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",15.232,1,0.2,1.7136
9/27/2015,10/3/2015,Standard Class,Thomas Seio,Corporate,United States,Hackensack,New Jersey,East,Furniture,Furnishings,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",87.54,3,0,37.6422
11/4/2015,11/9/2015,Standard Class,Nathan Mautz,Home Office,United States,New York City,New York,East,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,135.882,1,0.1,24.1568
11/3/2018,11/5/2018,Second Class,Don Jones,Corporate,United States,Murfreesboro,Tennessee,South,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,15.992,1,0.2,0.9995
8/30/2017,9/1/2017,First Class,Patrick O'Brill,Consumer,United States,Philadelphia,Pennsylvania,East,Furniture,Chairs,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,786.744,4,0.3,-258.5016
7/12/2015,7/17/2015,Standard Class,Alyssa Crouse,Corporate,United States,San Francisco,California,West,Furniture,Tables,Hon 5100 Series Wood Tables,698.352,3,0.2,-17.4588
4/8/2017,4/13/2017,Standard Class,Jeremy Lonsdale,Consumer,United States,New York City,New York,East,Furniture,Bookcases,Sauder Barrister Bookcases,388.704,6,0.2,-4.8588
9/25/2018,10/1/2018,Standard Class,Katrina Willman,Consumer,United States,New York City,New York,East,Furniture,Chairs,Global Ergonomic Managers Chair,488.646,3,0.1,86.8704
9/25/2018,10/1/2018,Standard Class,Katrina Willman,Consumer,United States,New York City,New York,East,Furniture,Furnishings,Eldon Wave Desk Accessories,47.12,8,0,20.7328
10/21/2017,10/21/2017,Same Day,Michael Kennedy,Corporate,United States,Manchester,Connecticut,East,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",1043.92,4,0,271.4192
8/27/2018,9/1/2018,Standard Class,Allen Rosenblatt,Corporate,United States,Franklin,Massachusetts,East,Furniture,Tables,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",1488.424,7,0.3,-297.6848
11/27/2016,12/2/2016,Standard Class,Denny Ordway,Consumer,United States,Pembroke Pines,Florida,South,Furniture,Tables,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",375.4575,3,0.45,-157.0095
12/3/2016,12/7/2016,Standard Class,Dean Katz,Corporate,United States,Philadelphia,Pennsylvania,East,Furniture,Furnishings,3M Hangers With Command Adhesive,2.96,1,0.2,0.777
9/8/2017,9/10/2017,Second Class,Anna Gayman,Consumer,United States,Houston,Texas,Central,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",2396.2656,4,0.32,-317.1528
12/8/2018,12/12/2018,Standard Class,Keith Herrera,Consumer,United States,San Francisco,California,West,Furniture,Tables,"Bevis Round Conference Table Top, X-Base",1004.024,7,0.2,-112.9527
12/8/2018,12/12/2018,Standard Class,Keith Herrera,Consumer,United States,San Francisco,California,West,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,1336.829,13,0.15,31.4548
12/8/2018,12/12/2018,Standard Class,Keith Herrera,Consumer,United States,San Francisco,California,West,Furniture,Chairs,Novimex High-Tech Fabric Mesh Task Chair,113.568,2,0.2,-18.4548
11/3/2018,11/7/2018,Standard Class,Kimberly Carter,Corporate,United States,Seattle,Washington,West,Furniture,Chairs,Global Deluxe Office Fabric Chairs,307.136,4,0.2,26.8744
4/14/2017,4/18/2017,Standard Class,Philip Brown,Consumer,United States,Los Angeles,California,West,Furniture,Chairs,Bevis Steel Folding Chairs,383.8,5,0.2,38.38
10/19/2018,10/23/2018,Standard Class,Michael Paige,Corporate,United States,Lawrence,Massachusetts,East,Furniture,Furnishings,"Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black",56.56,4,0,14.7056
8/21/2018,8/23/2018,Second Class,Natalie Fritzler,Consumer,United States,Jackson,Mississippi,South,Furniture,Chairs,Hon Multipurpose Stacking Arm Chairs,866.4,4,0,225.264
11/23/2018,11/26/2018,Second Class,Janet Molinari,Corporate,United States,Canton,Michigan,Central,Furniture,Furnishings,Coloredge Poster Frame,28.4,2,0,11.076
1/20/2018,1/23/2018,Second Class,Cynthia Voltz,Corporate,United States,New York City,New York,East,Furniture,Chairs,Global Deluxe Steno Chair,207.846,3,0.1,2.3094
9/5/2017,9/7/2017,Second Class,Pete Kriz,Consumer,United States,Detroit,Michigan,Central,Furniture,Furnishings,Aluminum Document Frame,12.22,1,0,3.666
9/5/2017,9/7/2017,Second Class,Pete Kriz,Consumer,United States,Detroit,Michigan,Central,Furniture,Chairs,Office Star - Ergonomically Designed Knee Chair,242.94,3,0,29.1528
3/20/2018,3/25/2018,Second Class,Troy Blackwell,Consumer,United States,Columbus,Indiana,Central,Furniture,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",2.91,1,0,1.3677
10/20/2018,10/24/2018,Standard Class,Ed Braxton,Corporate,United States,Akron,Ohio,East,Furniture,Tables,Chromcraft Rectangular Conference Tables,284.364,2,0.4,-75.8304
2/12/2015,2/18/2015,Standard Class,Sanjit Chand,Consumer,United States,Concord,California,West,Furniture,Chairs,"Global Geo Office Task Chair, Gray",129.568,2,0.2,-24.294
9/26/2017,10/1/2017,Standard Class,Natalie Fritzler,Consumer,United States,Decatur,Illinois,Central,Furniture,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,747.558,3,0.3,-96.1146
4/22/2017,4/29/2017,Standard Class,Tanja Norvell,Home Office,United States,Phoenix,Arizona,West,Furniture,Furnishings,Eldon Wave Desk Accessories,23.56,5,0.2,7.068
4/22/2017,4/29/2017,Standard Class,Tanja Norvell,Home Office,United States,Phoenix,Arizona,West,Furniture,Tables,Bush Advantage Collection Racetrack Conference Table,1272.63,6,0.5,-814.4832
1/17/2016,1/24/2016,Standard Class,Joni Sundaresam,Home Office,United States,Park Ridge,Illinois,Central,Furniture,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,254.744,7,0.6,-312.0614
3/31/2018,4/4/2018,Standard Class,David Smith,Corporate,United States,Amarillo,Texas,Central,Furniture,Bookcases,Bush Mission Pointe Library,205.3328,2,0.32,-36.2352
11/9/2015,11/11/2015,Second Class,Jeremy Pistek,Consumer,United States,San Francisco,California,West,Furniture,Bookcases,"Sauder Mission Library with Doors, Fruitwood Finish",222.666,2,0.15,10.4784
10/27/2017,11/2/2017,Standard Class,Jeremy Ellison,Consumer,United States,Troy,New York,East,Furniture,Furnishings,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,40.2,3,0,19.296
6/10/2018,6/13/2018,First Class,Michelle Tran,Home Office,United States,Los Angeles,California,West,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,514.165,5,0.15,-30.245
3/18/2017,3/21/2017,Second Class,Rose O'Brian,Consumer,United States,Memphis,Tennessee,South,Furniture,Tables,Balt Solid Wood Rectangular Table,189.882,3,0.4,-94.941
7/25/2017,7/31/2017,Standard Class,Sanjit Chand,Consumer,United States,Costa Mesa,California,West,Furniture,Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",255.76,4,0,81.8432
7/25/2017,7/31/2017,Standard Class,Sanjit Chand,Consumer,United States,Costa Mesa,California,West,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,241.568,2,0.2,18.1176
7/25/2017,7/31/2017,Standard Class,Sanjit Chand,Consumer,United States,Costa Mesa,California,West,Furniture,Furnishings,Deflect-O Glasstique Clear Desk Accessories,69.3,9,0,22.869
5/30/2017,6/4/2017,Standard Class,Maribeth Yedwab,Corporate,United States,Parker,Colorado,West,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,801.568,2,0.2,50.098
11/26/2018,11/27/2018,First Class,Lynn Smith,Consumer,United States,Gladstone,Missouri,Central,Furniture,Furnishings,Executive Impressions Supervisor Wall Clock,126.3,3,0,40.416
1/23/2018,1/25/2018,First Class,Matt Connell,Corporate,United States,Detroit,Michigan,Central,Furniture,Tables,Balt Solid Wood Rectangular Table,210.98,2,0,21.098
10/21/2018,10/26/2018,Standard Class,Patricia Hirasaki,Home Office,United States,Lakeland,Florida,South,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,683.952,3,0.2,42.747
10/21/2018,10/26/2018,Standard Class,Patricia Hirasaki,Home Office,United States,Lakeland,Florida,South,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",45.696,3,0.2,5.1408
11/7/2016,11/9/2016,Second Class,Karen Bern,Corporate,United States,Los Angeles,California,West,Furniture,Chairs,Safco Contoured Stacking Chairs,190.72,1,0.2,11.92
9/7/2018,9/11/2018,Standard Class,Jasper Cacioppo,Consumer,United States,Los Angeles,California,West,Furniture,Furnishings,Tenex Chairmats For Use With Carpeted Floors,47.94,3,0,2.397
12/7/2016,12/11/2016,Standard Class,Darren Koutras,Consumer,United States,Henderson,Kentucky,South,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",283.92,4,0,70.98
5/11/2015,5/16/2015,Standard Class,Paul Gonzalez,Consumer,United States,Fort Worth,Texas,Central,Furniture,Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",66.112,4,0.6,-84.2928
4/15/2017,4/17/2017,Second Class,Bill Donatelli,Consumer,United States,San Francisco,California,West,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,1121.568,2,0.2,0
9/11/2018,9/12/2018,First Class,Ryan Crowe,Consumer,United States,Jacksonville,Florida,South,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",34.504,1,0.2,6.0382
6/10/2017,6/15/2017,Standard Class,Olvera Toch,Consumer,United States,Los Angeles,California,West,Furniture,Tables,Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables,1335.68,4,0.2,-217.048
11/20/2018,11/22/2018,Second Class,Liz Pelletier,Consumer,United States,San Francisco,California,West,Furniture,Furnishings,Coloredge Poster Frame,42.6,3,0,16.614
9/14/2015,9/18/2015,Second Class,Cynthia Arntzen,Consumer,United States,Tampa,Florida,South,Furniture,Furnishings,Advantus Panel Wall Acrylic Frame,13.128,3,0.2,3.7743
10/1/2018,10/8/2018,Standard Class,Ellis Ballard,Corporate,United States,Seattle,Washington,West,Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs,451.152,3,0.2,0
7/20/2018,7/26/2018,Standard Class,Carlos Soltero,Consumer,United States,Chicago,Illinois,Central,Furniture,Furnishings,"Contract Clock, 14"", Brown",8.792,1,0.6,-5.7148
7/3/2016,7/9/2016,Standard Class,Bruce Degenhardt,Consumer,United States,Richmond,Kentucky,South,Furniture,Chairs,Novimex High-Tech Fabric Mesh Task Chair,70.98,1,0,4.9686
8/8/2015,8/15/2015,Standard Class,Lena Radford,Consumer,United States,San Diego,California,West,Furniture,Furnishings,Dana Halogen Swing-Arm Architect Lamp,327.76,8,0,91.7728
3/15/2015,3/19/2015,Standard Class,Alan Shonely,Consumer,United States,Tampa,Florida,South,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",45.696,3,0.2,5.1408
8/18/2018,8/23/2018,Second Class,Nat Gilpin,Corporate,United States,New York City,New York,East,Furniture,Furnishings,"DAX Metal Frame, Desktop, Stepped-Edge",40.48,2,0,15.7872
8/18/2018,8/23/2018,Second Class,Nat Gilpin,Corporate,United States,New York City,New York,East,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",9.94,2,0,3.0814
8/18/2018,8/23/2018,Second Class,Nat Gilpin,Corporate,United States,New York City,New York,East,Furniture,Furnishings,"Seth Thomas 14"" Putty-Colored Wall Clock",88.02,3,0,27.2862
11/29/2016,12/3/2016,Standard Class,Sylvia Foulston,Corporate,United States,Dearborn,Michigan,Central,Furniture,Chairs,"Global Manager's Adjustable Task Chair, Storm",301.96,2,0,87.5684
9/15/2018,9/19/2018,Standard Class,Meg O'Connel,Home Office,United States,New York City,New York,East,Furniture,Furnishings,"Master Caster Door Stop, Brown",35.56,7,0,12.0904
10/4/2016,10/9/2016,Second Class,Denny Joy,Corporate,United States,Warner Robins,Georgia,South,Furniture,Chairs,Office Star - Mesh Screen back chair with Vinyl seat,392.94,3,0,43.2234
5/20/2017,5/25/2017,Standard Class,Rick Bensley,Home Office,United States,Vallejo,California,West,Furniture,Furnishings,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,1049.2,5,0,272.792
12/18/2017,12/22/2017,Standard Class,Justin Deggeller,Corporate,United States,Minneapolis,Minnesota,Central,Furniture,Furnishings,Eldon 200 Class Desk Accessories,18.84,3,0,6.0288
12/11/2017,12/16/2017,Second Class,Anthony Rawles,Corporate,United States,Vancouver,Washington,West,Furniture,Furnishings,3M Hangers With Command Adhesive,14.8,4,0,6.068
9/19/2017,9/19/2017,Same Day,Eugene Hildebrand,Home Office,United States,Aurora,Illinois,Central,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,701.372,2,0.3,-50.098
8/24/2016,8/28/2016,Standard Class,Cassandra Brandow,Consumer,United States,Arlington,Texas,Central,Furniture,Tables,Hon Racetrack Conference Tables,918.785,5,0.3,-118.1295
12/24/2015,12/26/2015,First Class,Resi Pölking,Consumer,United States,Cleveland,Ohio,East,Furniture,Furnishings,"Master Giant Foot Doorstop, Safety Yellow",30.36,5,0.2,8.7285
6/9/2018,6/13/2018,Standard Class,Meg O'Connel,Home Office,United States,Chicago,Illinois,Central,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,23.976,3,0.6,-14.3856
6/9/2018,6/13/2018,Standard Class,Meg O'Connel,Home Office,United States,Chicago,Illinois,Central,Furniture,Tables,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",108.925,1,0.5,-71.8905
3/18/2018,3/23/2018,Standard Class,Carol Darley,Consumer,United States,Tyler,Texas,Central,Furniture,Furnishings,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",82.524,3,0.6,-41.262
